Wavelength	R1
nm	MicroAmps
200	0.0291427656015791
201	0.0291494000751265
202	0.029168677885441
203	0.0291691487621167
204	0.0291651130509824
205	0.0291340459192185
206	0.0291376372181384
207	0.0291268006172948
208	0.029144589265221
209	0.0291336854303407
210	0.0291284921970489
211	0.0291490312415987
212	0.0291588812663997
213	0.0291460073788754
214	0.0291261583176672
215	0.0291351517045462
216	0.0291280279960931
217	0.0291688593219728
218	0.0291427310308865
219	0.029147092660206
220	0.0291530254679019
221	0.0291708319972209
222	0.029198698121264
223	0.0292148633771471
224	0.0292566738880937
225	0.0292778838424995
226	0.0293898895488255
227	0.0294703653529433
228	0.0295710888541184
229	0.0297539065446644
230	0.0300034580697905
231	0.0302895231604936
232	0.0306362467037761
233	0.0311414814028117
234	0.0317388145728339
235	0.0323971571475707
236	0.0331158730262771
237	0.0339828454396223
238	0.0350190742952519
239	0.0362278266428307
240	0.0373420548488915
241	0.0386945700179017
242	0.0401545106340897
243	0.041701199370135
244	0.0435276665760296
245	0.0451153690281606
246	0.0470465482394878
247	0.0489772816080891
248	0.051324197001971
249	0.0530885554551249
250	0.0551521308825588
251	0.0575119928816289
252	0.059706942901597
253	0.0624209215653867
254	0.064522088687171
255	0.0670280571622156
256	0.0697489361362582
257	0.072674311009324
258	0.0750874531214877
259	0.0776297058034449
260	0.0804870243341228
261	0.083449985417912
262	0.0865418181760876
263	0.0888621348790445
264	0.0915395835263759
265	0.094620290720401
266	0.0977488673564922
267	0.101321261829568
268	0.103354389536683
269	0.106419039716856
270	0.110129856912233
271	0.114028220592073
272	0.117199353989235
273	0.121338550465515
274	0.125054566854647
275	0.128760421605908
276	0.134394306059186
277	0.137007736697868
278	0.14140650400126
279	0.146697477701027
280	0.151354038897929
281	0.156762663340504
282	0.160785277189169
283	0.165017309565073
284	0.171141753815985
285	0.177263944534573
286	0.18116395425622
287	0.18492871365306
288	0.191001969436992
289	0.198276000559989
290	0.208232469238894
291	0.212664463031038
292	0.216946996751602
293	0.223707093997199
294	0.231596913556466
295	0.236972124828548
296	0.242782746583582
297	0.248497878125052
298	0.256239038937552
299	0.263091900557202
300	0.268317612657059
301	0.273507734586461
302	0.27900761087568
303	0.285978466799298
304	0.290331505182545
305	0.295385303903573
306	0.299488209258802
307	0.304421981634391
308	0.312188197377575
309	0.312180531743713
310	0.318582127091832
311	0.32530015418866
312	0.332641999420778
313	0.337492040625094
314	0.336545830992102
315	0.340473687525888
316	0.344463468991698
317	0.352167937663112
318	0.351572409798502
319	0.355394047759912
320	0.360007548417304
321	0.367920166513908
322	0.371757130974672
323	0.373670405189811
324	0.374949599734408
325	0.377589598546438
326	0.382239861678394
327	0.384099101424084
328	0.386803468958479
329	0.391219385709611
330	0.393450307369747
331	0.398375382235902
332	0.400016306865414
333	0.403375365594147
334	0.406229073514001
335	0.414457686099656
336	0.413612236445881
337	0.416228391016725
338	0.419889961425957
339	0.424323951735206
340	0.424474700697576
341	0.427610306628366
342	0.4304709203421
343	0.433107941783028
344	0.440121127970074
345	0.438575198120337
346	0.440755542380289
347	0.444235622851991
348	0.445323139118306
349	0.447452162350554
350	0.448998113181125
351	0.44972085070427
352	0.451535841632298
353	0.455420735855026
354	0.452745692374228
355	0.452410996332547
356	0.454636464406312
357	0.452228544137668
358	0.453162386999434
359	0.452534679065176
360	0.451353870327675
361	0.451417333774731
362	0.455263284469816
363	0.451721738260257
364	0.454312306465424
365	0.458649029389089
366	0.466733814541881
367	0.464837370770435
368	0.467373282233686
369	0.474164936799627
370	0.476911342534704
371	0.485171119765318
372	0.487314017050991
373	0.492761750483696
374	0.499819957964571
375	0.508627109661213
376	0.511990932946649
377	0.520035285170991
378	0.529399349506972
379	0.538138811072149
380	0.541759382070409
381	0.546869895324032
382	0.552426036011586
383	0.557754445003122
384	0.568209233765695
385	0.570986777204433
386	0.575436755386149
387	0.583156061322012
388	0.593150213724835
389	0.602196778435332
390	0.612170746083601
391	0.617878209130185
392	0.63611289409349
393	0.641557873076456
394	0.657025602054461
395	0.667924757255149
396	0.67889741499362
397	0.683940745947332
398	0.688441362802805
399	0.678988050289842
400	0.668696529610331
401	0.665924240440039
402	0.66703523569029
403	0.679750778951826
404	0.673531217612413
405	0.677981923924442
406	0.685094022346788
407	0.696474366303215
408	0.702950062619728
409	0.701143617566923
410	0.706290266731108
411	0.713549233853596
412	0.724095427527537
413	0.71840158294967
414	0.712584770656467
415	0.715276894920456
416	0.715380427707641
417	0.727424874193038
418	0.740296307913406
419	0.763116088345673
420	0.753409439889622
421	0.733359435695919
422	0.732393116648641
423	0.729709733763102
424	0.732569609332943
425	0.73415989838814
426	0.746426235314591
427	0.739170936023383
428	0.736389266512874
429	0.739605488199482
430	0.738001293619609
431	0.743317170377431
432	0.738561191021025
433	0.743729355076967
434	0.753144588329604
435	0.75604785512551
436	0.760033642365017
437	0.783991619699024
438	0.799040732398149
439	0.788519759594218
440	0.774514336583033
441	0.778523828350443
442	0.779054670157571
443	0.778201889848024
444	0.784487827870999
445	0.778354407160927
446	0.775174127550583
447	0.786873672964246
448	0.824121667872576
449	0.983112844130402
450	0.905799397222203
451	0.885030953953753
452	0.883648379925111
453	0.825490666347842
454	0.827053140538988
455	0.841601735412066
456	0.86883693334698
457	0.907464461016671
458	0.903429091297674
459	0.87658305255048
460	0.896013807423951
461	0.950579300831956
462	1.04443625037752
463	1.0200601693801
464	0.961932233328554
465	0.960404506259799
466	1.08030159438567
467	1.27534380719346
468	1.21745539918177
469	1.10508504191874
470	1.01838131068718
471	0.953710311721647
472	1.04555123199795
473	1.08026448978007
474	0.893472817645159
475	0.84364246771789
476	0.814056435979897
477	0.800839566176525
478	0.807279637990308
479	0.839468700787378
480	0.920383006246471
481	0.940636058184803
482	0.922519358703979
483	0.903757860968961
484	0.866820842077202
485	0.833617428427741
486	0.81343905300023
487	0.806382983895509
488	0.808081081059689
489	0.810561847261373
490	0.844637494268345
491	0.93829964012214
492	0.935546199370318
493	0.885634234951841
494	0.839939298036564
495	0.815227898947872
496	0.805818354362315
497	0.797210019195941
498	0.800642545653345
499	0.795695660733243
500	0.799136475573815
501	0.7993159389535
502	0.813049215750097
503	0.808594431526847
504	0.80505320336766
505	0.805298996700867
506	0.805179772157079
507	0.804675298490119
508	0.804119619190042
509	0.806472165792129
510	0.809391003228006
511	0.810560698083866
512	0.816507594409884
513	0.816903562831963
514	0.814698155773515
515	0.815403330192701
516	0.817103057186225
517	0.814910942439891
518	0.811659361372003
519	0.815586311676804
520	0.818812266563115
521	0.814210881622194
522	0.81203833055004
523	0.811523623004381
524	0.816328900645343
525	0.816003485046499
526	0.808567959436183
527	0.808307480472738
528	0.804626288215195
529	0.807012543388383
530	0.805387981186911
531	0.800058372473131
532	0.804763214860969
533	0.803384883729199
534	0.807925808581791
535	0.796146195536601
536	0.796491170041254
537	0.79280089975824
538	0.802264782796922
539	0.7951244403571
540	0.793558396563124
541	0.800030384040362
542	0.791918756771285
543	0.804219217117149
544	0.790276829114849
545	0.786800094132522
546	0.787757096735759
547	0.793884274693994
548	0.784849044402315
549	0.777849208701514
550	0.779011076752558
551	0.7775525950196
552	0.788265928694178
553	0.77230307491818
554	0.770345582164538
555	0.769993914773788
556	0.775177511186928
557	0.769899797612769
558	0.763664622718043
559	0.761150150806281
560	0.757823111214662
561	0.762282629477038
562	0.755941257229189
563	0.75115487092204
564	0.754194854555379
565	0.746454366798502
566	0.747683182784002
567	0.748932754536532
568	0.749239208229667
569	0.748310741468236
570	0.745728059910945
571	0.742910549413645
572	0.738338954396208
573	0.736861338142496
574	0.735815428300832
575	0.733302696844631
576	0.728738573865178
577	0.726451566620636
578	0.727034675500354
579	0.729261135872207
580	0.723527619397967
581	0.719263797005195
582	0.720080433059531
583	0.722594815325911
584	0.726187051707638
585	0.7155341962412
586	0.713925263807503
587	0.713369228786921
588	0.713267041634144
589	0.705309849516949
590	0.701164555485741
591	0.700029656389661
592	0.693666011079003
593	0.697818837229674
594	0.681433291170922
595	0.676722835456272
596	0.670965620176174
597	0.668833030917375
598	0.657969813024581
599	0.653802352742083
600	0.649542166709341
