Wavelength	R1
nm	MicroAmps
200	0.029034119451323
201	0.0290469268200662
202	0.029068349682255
203	0.0290732875692583
204	0.0290692675937495
205	0.0290572834843284
206	0.029069541775105
207	0.0290675748219025
208	0.0290681155552193
209	0.0290762062893922
210	0.0290966180184256
211	0.0290895083766682
212	0.029084044299881
213	0.0290776596889949
214	0.0290929599623061
215	0.0290845929010105
216	0.0290859692914151
217	0.0290897856574651
218	0.0290898919921474
219	0.0290887773853326
220	0.0290728324282081
221	0.0290988972999548
222	0.0291351624333818
223	0.0291584847763178
224	0.0291844123189681
225	0.0292406042380572
226	0.0292969957134893
227	0.0293958786233039
228	0.0295105882346323
229	0.0296673689484043
230	0.0299199820063879
231	0.0302291868114023
232	0.0306054995297332
233	0.0310666043819732
234	0.0316454186279893
235	0.0322521204557197
236	0.0331046492336758
237	0.033911114351815
238	0.0348853090797163
239	0.0360308454587153
240	0.0373371374658853
241	0.0385923206378787
242	0.039989298009171
243	0.0415805078368853
244	0.0432295057960147
245	0.0450242688157265
246	0.0468678404082515
247	0.0488087649786274
248	0.0508800098546211
249	0.0528051177370632
250	0.0549656980512359
251	0.0571045777455858
252	0.0593775557262135
253	0.0617902744069968
254	0.0641819574173491
255	0.0667406824383075
256	0.0692562131669391
257	0.0719533823678695
258	0.074756716496998
259	0.0773537172351842
260	0.0798603036911623
261	0.0824870910149729
262	0.0860916924989961
263	0.0883515624650638
264	0.0912100420941776
265	0.0937676362958586
266	0.0970811113013561
267	0.100178137054405
268	0.103009947420697
269	0.106193560599487
270	0.109368987438257
271	0.112931544522717
272	0.116202399824641
273	0.119753079849617
274	0.123626598168696
275	0.128056300758383
276	0.131946562259959
277	0.136144958782425
278	0.140458751561702
279	0.145264280257418
280	0.150049693339964
281	0.154229285074559
282	0.158952383887558
283	0.164464846769925
284	0.169230105377075
285	0.173997943196315
286	0.178822353689101
287	0.184245641350568
288	0.190487002253511
289	0.196818569537669
290	0.205120905913539
291	0.211314326802519
292	0.215341594581671
293	0.222444578023667
294	0.227598374499743
295	0.234156159283581
296	0.241217901796594
297	0.24815990931166
298	0.252759617454778
299	0.258400612503488
300	0.264686084418159
301	0.271776494380028
302	0.276798290176405
303	0.280838641413005
304	0.287451580279897
305	0.293491936208518
306	0.300094840991473
307	0.302391466756385
308	0.306839220492843
309	0.311788338202853
310	0.318382791047501
311	0.322242045737211
312	0.32746321429438
313	0.331291660298056
314	0.334566090686437
315	0.337183127405991
316	0.33950227156642
317	0.341895704092239
318	0.346792225473614
319	0.35160464661177
320	0.355432653925278
321	0.358874884733737
322	0.365304306151579
323	0.367144302419229
324	0.370498695534965
325	0.372656356413748
326	0.376643917248997
327	0.378197562085241
328	0.384115952848611
329	0.386005261467512
330	0.388763631523269
331	0.392773479964859
332	0.396034616849033
333	0.401593966412121
334	0.402851019739378
335	0.40595227479944
336	0.408819306979496
337	0.413533808657279
338	0.415535426966183
339	0.417503820216846
340	0.421475620154106
341	0.42398659541912
342	0.425985118816567
343	0.427831560253419
344	0.431670797558411
345	0.433437195205594
346	0.438746499955534
347	0.438099666322008
348	0.439374498998867
349	0.442287952466595
350	0.443112436783418
351	0.448165557680452
352	0.44694178210194
353	0.448202688750125
354	0.450400459738614
355	0.451223945558465
356	0.449966951120595
